title,vote_average,vote_count
Chronicle,6.6,1935
Yentl,6.2,51
Time Bandits,6.6,249
Crossroads,4.7,158
Project X,6.5,1564
Patton,7.3,323
One Hour Photo,6.6,435
Quarantine,5.5,339
The Eye,5.5,281
Johnson Family Vacation,4.7,30
How High,6.3,218
The Muppet Christmas Carol,7.2,212
Frida,7.3,383
Katy Perry: Part of Me,6.5,85
The Fault in Our Stars,7.6,3759
Rounders,6.9,439
Top Five,6.3,210
Prophecy,5.4,25
Stir of Echoes,6.5,330
Philomena,7.4,579
The Upside of Anger,6.4,72
The Boys from Brazil,6.6,101
Aquamarine,5.8,364
Paper Towns,6.1,1937
My Baby's Daddy,4.3,15
Nebraska,7.4,636
Tales from the Crypt: Demon Knight,6.7,94
Max Keeble's Big Move,5.4,33
Young Adult,5.6,364
Crank,6.6,1151
Def Jam's How to Be a Player,5.3,8
Living Out Loud,5.3,11
Just Wright,6.1,99
Rachel Getting Married,6.1,163
The Postman Always Rings Twice,6.4,110
Girl with a Pearl Earring,6.4,377
Das Boot,7.9,613
Sorority Boys,4.6,47
About Time,7.8,2067
House of Flying Daggers,7.1,439
Arbitrage,6.1,294
Project Almanac,6.4,933
Cadillac Records,6.9,86
Screwed,4.9,23
Fortress,5.7,168
For Your Consideration,5.9,43
Celebrity,6.0,111
Running with Scissors,5.8,78
From Justin to Kelly,3.0,23
Girl 6,5.7,16
In the Cut,4.6,89
Two Lovers,6.6,154
Last Orders,6.0,22
The Host,6.7,537
The Pursuit of D.B. Cooper,6.8,4
Ravenous,6.9,141
Charlie Bartlett,6.5,225
The Great Beauty,7.3,720
The Dangerous Lives of Altar Boys,6.4,53
Stoker,6.5,882
2046,6.9,206
Married Life,6.1,38
Duma,6.9,41
Ondine,6.5,84
Brother,6.8,107
Welcome to Collinwood,6.2,50
Critical Care,6.1,9
The Life Before Her Eyes,6.1,88
Darling Companion,5.3,22
Trade,6.8,67
Fateless,6.5,28
Breakfast of Champions,5.2,28
"A Woman, a Gun and a Noodle Shop",4.8,13
Cypher,6.7,192
City of Life and Death,7.6,55
Legend of a Rabbit,3.0,3
Space Battleship Yamato,6.3,59
5 Days of War,5.8,62
Triangle,6.9,612
10 Days in a Madhouse,4.3,5
Heaven is for Real,6.0,229
Snatch,7.7,2912
Dancin' It's On,4.3,2
Pet Sematary,6.4,407
Madadayo,7.5,20
The Cry of the Owl,5.5,29
A Tale of Three Cities,6.3,5
Gremlins,6.9,1596
Star Wars,8.1,6624
Dirty Grandpa,5.7,1406
Doctor Zhivago,7.4,247
Trash,7.1,242
High School Musical 3: Senior Year,6.2,821
The Fighter,7.2,1486
Jackass Number Two,6.4,298
My Cousin Vinny,7.3,384
If I Stay,7.3,1368
Drive Hard,3.9,74
Major League,6.6,217
St. Trinian's,5.6,142
Phone Booth,6.7,1062
A Walk to Remember,7.5,1018
Dead Man Walking,7.3,337
Cruel Intentions,6.6,827
Saw VI,6.0,722
History of the World: Part I,6.5,204
The Secret Life of Bees,7.4,158
Corky Romano,4.1,54
Raising Cain,5.9,65
F.I.S.T.,6.4,29
Invaders from Mars,5.5,57
Brooklyn,7.2,1213
Barry Lyndon,7.7,505
Out Cold,5.8,53
The Ladies Man,5.7,34
Quartet,6.3,139
Tomcats,4.9,74
Frailty,7.0,334
Woman in Gold,7.3,440
Kinsey,6.6,131
Army of Darkness,7.3,838
Slackers,5.4,60
What's Eating Gilbert Grape,7.5,919
The Visual Bible: The Gospel of John,8.2,12
Vera Drake,6.8,80
The Guru,5.1,75
The Perez Family,6.6,9
Inside Llewyn Davis,7.2,834
O,5.8,75
Return to the Blue Lagoon,5.1,153
The Molly Maguires,5.9,16
Romance & Cigarettes,6.0,33
Copying Beethoven,6.2,42
Brighton Rock,5.6,35
Saw V,5.9,820
Machine Gun McCain,7.3,6
LOL,5.9,881
Jindabyne,5.7,25
Kabhi Alvida Naa Kehna,6.1,42
An Ideal Husband,6.3,46
The Last Days on Mars,5.2,302
Darkness,5.6,112
2001: A Space Odyssey,7.9,2998
E.T. the Extra-Terrestrial,7.3,3269
In the Land of Women,5.8,160
The Blue Butterfly,6.8,6
There Goes My Baby,8.5,2
Housefull,5.2,29
September Dawn,5.0,16
For Greater Glory - The True Story of Cristiada,6.4,35
The Bélier Family,7.0,766
Good Will Hunting,7.9,2811
Misconduct,5.3,149
Saw III,6.1,1071
Stripes,6.5,249
Bring It On,5.8,568
The Purge: Election Year,6.1,1306
She's All That,5.7,418
Saw IV,5.9,903
White Noise,5.6,261
Madea's Family Reunion,6.0,77
The Color of Money,6.7,291
The Longest Day,7.2,234
The Mighty Ducks,6.4,198
The Grudge,5.8,865
Happy Gilmore,6.5,755
Jeepers Creepers,6.1,720
Bill & Ted's Excellent Adventure,6.7,454
Oliver!,7.0,103
The Best Exotic Marigold Hotel,6.9,459
Recess: School's Out,6.6,67
Mad Max Beyond Thunderdome,5.9,748
Commando,6.4,742
The Boy,5.8,1102
Devil,5.8,816
Friday After Next,6.0,100
Insidious: Chapter 3,6.2,983
The Last Dragon,6.4,69
The Lawnmower Man,5.4,197
Nick and Norah's Infinite Playlist,6.4,379
Dogma,6.8,823
The Banger Sisters,5.5,62
Twilight Zone: The Movie,6.2,161
Road House,6.3,252
A Low Down Dirty Shame,6.0,31
Swimfan,5.0,70
Employee of the Month,5.3,153
Can't Hardly Wait,6.1,122
The Outsiders,6.9,291
Pete's Dragon,6.2,679
The Dead Zone,6.9,311
Sinister 2,5.4,581
Sparkle,5.8,36
Valentine,5.0,114
The Fourth Kind,5.8,441
A Prairie Home Companion,6.4,81
Sugar Hill,5.2,13
Invasion U.S.A.,5.3,49
Roll Bounce,6.1,27
Rushmore,7.5,676
Skyline,4.7,507
The Second Best Exotic Marigold Hotel,6.3,272
Kit Kittredge: An American Girl,6.4,34
The Perfect Man,5.5,203
Mo' Better Blues,6.3,47
Kung Pow: Enter the Fist,6.1,159
Tremors,6.6,864
Wrong Turn,6.0,635
The Long Riders,6.6,50
The Corruptor,6.0,57
Mud,7.0,1068
Reno 911!: Miami,5.6,72
One Direction: This Is Us,8.0,201
"The Goods: Live Hard, Sell Hard",5.4,58
Hey Arnold! The Movie,5.6,62
My Week with Marilyn,6.6,406
The Matador,6.2,136
Love Jones,8.1,12
The Gift,6.7,1049
End of the Spear,6.1,15
Get Over It,5.5,75
Office Space,7.4,1050
Drop Dead Gorgeous,6.4,86
Big Eyes,6.8,1196
Very Bad Things,6.2,179
Sleepover,5.3,101
Body Double,6.4,137
MacGruber,5.1,179
Dirty Pretty Things,6.8,131
Movie 43,4.4,797
Over Her Dead Body,5.3,145
Seeking a Friend for the End of the World,6.3,700
Cedar Rapids,5.9,135
American History X,8.2,3016
The Collection,5.9,289
Teacher's Pet,5.5,2
The Red Violin,7.3,99
The Straight Story,7.7,306
Deuces Wild,5.5,34
Bad Words,6.4,334
"Run, Fatboy, Run",6.2,238
Heartbeeps,3.8,6
Black or White,6.5,115
On the Line,4.1,10
Rescue Dawn,6.9,336
Danny Collins,6.6,183
"Jeff, Who Lives at Home",6.1,217
I Am Love,6.9,73
Atlas Shrugged Part II,5.4,41
Romeo Is Bleeding,5.7,36
The Limey,6.6,105
Crash,7.2,1149
The House of Mirth,6.4,25
Malone,6.8,15
Peaceful Warrior,7.3,90
Bucky Larson: Born to Be a Star,4.4,51
Bamboozled,6.3,24
The Forest,4.8,448
Sphinx,6.0,2
While We're Young,5.8,383
A Better Life,7.0,54
Spider,6.4,168
Gun Shy,5.4,24
Nicholas Nickleby,6.8,49
The Iceman,6.4,365
Krrish,5.5,46
Cecil B. Demented,6.2,51
Killer Joe,6.5,425
The Joneses,6.1,210
Owning Mahowny,6.8,37
The Brothers Solomon,4.9,46
My Blueberry Nights,6.0,190
Illuminata,6.3,7
Swept Away,4.8,50
"War, Inc.",5.6,86
Shaolin Soccer,6.6,491
The Brown Bunny,5.5,62
The Swindle,6.4,5
Rosewater,6.5,98
The Chambermaid on the Titanic,5.3,3
Coriolanus,5.9,131
Imaginary Heroes,6.3,29
High Heels and Low Lifes,6.4,12
World's Greatest Dad,6.5,177
Severance,6.4,169
Edmond,6.0,50
Welcome to the Rileys,6.4,139
Police Academy: Mission to Moscow,4.1,178
Blood Done Sign My Name,6.0,5
Cinco de Mayo: La Batalla,5.8,14
Elsa & Fred,6.2,31
"An Alan Smithee Film: Burn, Hollywood, Burn",3.0,9
The Open Road,4.8,19
The Good Guy,5.4,59
Motherhood,4.7,44
Free Style,5.8,4
Strangerland,5.1,83
Janky Promoters,7.0,5
Blonde Ambition,3.9,29
The Oxford Murders,5.7,188
The Reef,5.4,130
Eulogy,6.4,34
White Noise 2: The Light,5.6,80
Beat the World,4.3,16
Fifty Dead Men Walking,6.1,35
Jungle Shuffle,6.5,1
Adam Resurrected,6.4,22
Of Horses and Men,6.9,26
It's a Wonderful Afterlife,4.3,9
The Devil's Tomb,4.0,53
Partition,6.4,6
Good Intentions,5.0,6
"The Good, The Bad, The Weird",7.1,193
Nurse 3-D,4.9,119
Gunless,6.7,27
Adventureland,6.4,737
The Lost City,6.0,24
Next Friday,6.4,135
American Heist,4.3,158
You Only Live Twice,6.5,531
Plastic,6.1,86
Amour,7.5,400
Poltergeist III,4.5,123
Re-Kill,4.9,34
"It's a Mad, Mad, Mad, Mad World",7.0,140
Volver,7.3,406
Heavy Metal,6.2,148
Gentlemen Broncos,6.2,51
Richard III,6.9,49
Into the Grizzly Maze,5.1,74
Kites,6.0,40
Melancholia,7.0,885
Red Dog,7.1,83
Jab Tak Hai Jaan,7.3,66
Alien,7.9,4470
The Texas Chain Saw Massacre,7.2,590
The Runaways,6.3,254
Fiddler on the Roof,7.4,134
Thunderball,6.5,562
Detention,5.7,129
Loose Cannons,7.0,118
Set It Off,6.9,66
The Best Man,6.8,38
Child's Play,6.3,581
Sicko,7.3,235
The Purge: Anarchy,6.6,1954
Down to You,4.9,70
Harold & Kumar Go to White Castle,6.6,693
The Contender,6.7,60
Boiler Room,6.5,201
Trading Places,7.1,738
Black Christmas,4.8,119
Breakin' All the Rules,5.8,21
Henry V,7.4,71
The Savages,6.8,110
Chasing Papi,6.3,16
The Way of the Gun,6.4,100
Igby Goes Down,6.5,95
PCU,6.0,41
The Ultimate Gift,6.8,78
The Ice Pirates,5.7,49
Gracie,6.0,17
Trust the Man,5.5,29
Hamlet 2,6.1,56
Velvet Goldmine,6.9,116
The Wailing,7.2,250
Glee: The Concert Movie,6.8,79
The Legend of Suriyothai,5.1,6
Two Evil Eyes,6.0,35
Barbecue,5.8,214
All or Nothing,7.0,33
Princess Kaiulani,4.8,14
Opal Dream,6.1,7
Flame & Citron,6.8,68
Undiscovered,4.5,12
Red Riding: In the Year of Our Lord 1974,7.0,54
The Girl on the Train,5.6,10
Veronika Decides to Die,5.8,75
Crocodile Dundee,6.3,503
"Ultramarines: A Warhammer 40,000 Movie",5.2,27
The I Inside,5.9,62
Beneath Hill 60,7.3,40
Polisse,7.9,285
Awake,6.3,395
Star Wars: Clone Wars: Volume 1,8.0,27
Skin Trade,5.6,61
The Lost Boys,6.8,538
Crazy Heart,6.8,274
The Rose,6.8,28
Baggage Claim,5.6,85
Barbarella,5.7,146
Shipwrecked,6.1,14
Election,6.7,270
The Namesake,6.8,50
The DUFF,6.8,1322
Glitter,3.4,38
The Haunting in Connecticut 2: Ghosts of Georgia,5.6,175
Silmido,6.6,28
Bright Star,6.8,107
My Name Is Khan,7.7,232
All Is Lost,6.6,671
Limbo,7.0,17
Namastey London,6.6,29
The Wind That Shakes the Barley,7.1,154
Yeh Jawaani Hai Deewani,7.2,79
Quo Vadis,7.0,63
Repo! The Genetic Opera,6.7,100
Valley of the Wolves: Iraq,4.3,7
Pulp Fiction,8.3,8428
The Muppet Movie,7.0,164
Nightcrawler,7.6,3395
Club Dread,5.1,107
The Sound of Music,7.4,941
Splash,6.1,321
Little Miss Sunshine,7.5,1686
Stand by Me,7.8,1522
28 Days Later,7.1,1777
You Got Served,4.8,75
Escape from Alcatraz,7.2,561
Brown Sugar,7.0,31
A Thin Line Between Love and Hate,5.7,15
50/50,7.0,1261
Shutter,5.3,180
That Awkward Moment,6.1,1004
Modern Problems,5.6,23
Kicks,7.5,18
Much Ado About Nothing,7.2,189
On Her Majesty's Secret Service,6.5,456
New Nightmare,6.4,291
Drive Me Crazy,5.8,62
Akeelah and the Bee,6.7,81
Half Baked,6.4,177
New in Town,5.2,99
American Psycho,7.3,2066
The Good Girl,6.1,181
Bon Cop Bad Cop,6.5,42
The Boondock Saints II: All Saints Day,5.9,261
The City of Your Final Destination,5.7,9
Enough Said,6.6,348
Easy A,6.7,2210
The Inkwell,3.9,5
Shadow of the Vampire,6.6,148
Prom,5.7,134
The Pallbearer,4.6,30
Held Up,4.9,11
Woman on Top,5.5,46
Howards End,6.9,95
Anomalisa,7.0,459
Another Year,7.0,97
8 Women,6.9,196
Showdown in Little Tokyo,5.7,95
Clay Pigeons,6.3,39
It's Kind of a Funny Story,6.9,672
Made in Dagenham,6.6,94
When Did You Last See Your Father?,6.9,13
Prefontaine,6.7,21
The Wicked Lady,4.3,4
The Secret of Kells,7.3,181
Begin Again,7.3,1254
Down in the Valley,5.9,63
Brooklyn Rules,5.8,18
Restless,4.9,8
The Singing Detective,5.9,41
The Land Girls,7.0,3
Fido,6.6,135
The Wendell Baker Story,5.2,16
Wild Target,6.4,215
Pathology,5.6,144
Wuthering Heights,6.9,37
10th & Wolf,6.3,24
Dear Wendy,5.6,33
Aloft,5.1,41
Akira,7.8,773
The Death and Life of Bobby Z,5.8,103
The Rocket: The Legend of Rocket Richard,6.1,17
Swelter,4.6,21
My Lucky Star,4.3,8
Imagine Me & You,7.0,177
Mr. Church,7.0,129
Swimming Pool,6.4,153
Green Street Hooligans: Underground,5.4,33
The Blood of Heroes,5.9,31
Code of Honor,4.1,16
Driving Miss Daisy,7.0,350
Soul Food,6.6,19
Rumble in the Bronx,6.5,240
Far from Men,6.6,43
Thank You for Smoking,7.1,664
Hostel: Part II,5.6,453
An Education,6.8,409
Shopgirl,5.7,75
The Hotel New Hampshire,5.8,26
Narc,6.8,142
Men with Brooms,4.5,7
Witless Protection,4.0,26
The Work and the Glory,6.1,7
Extract,5.7,192
Masked and Anonymous,5.2,13
Betty Fisher and Other Stories,7.0,3
Code 46,6.2,116
Outside Bet,5.8,2
Albert Nobbs,6.2,132
Black November,6.4,4
Ta Ra Rum Pum,6.0,13
Persepolis,7.7,450
The Hole,5.6,244
The Wave,7.5,841
The Neon Demon,6.4,887
Harry Brown,6.7,348
The Omega Code,4.4,17
Juno,7.0,2244
Pound of Flesh,5.5,63
Diamonds Are Forever,6.3,553
The Godfather,8.4,5893
Flashdance,6.1,302
(500) Days of Summer,7.2,2904
The Piano,7.1,281
Magic Mike,6.1,1040
Darkness Falls,4.9,161
Live and Let Die,6.4,533
My Dog Skip,6.5,69
"Definitely, Maybe",6.7,620
Jumping the Broom,6.0,56
"Good Night, and Good Luck.",6.8,273
Capote,6.8,384
Desperado,6.8,881
Logan's Run,6.6,269
The Man with the Golden Gun,6.3,524
Action Jackson,4.9,50
The Descent,6.8,1005
Michael Jordan to the Max,7.5,10
Devil's Due,4.4,216
Flirting with Disaster,6.3,66
The Devil's Rejects,6.6,322
Dope,7.2,691
In Too Deep,6.2,17
House of 1000 Corpses,6.0,306
Alien Zone,4.0,3
A Serious Man,6.6,483
Get Low,6.5,100
Warlock,5.8,95
Beyond the Lights,7.0,139
A Single Man,7.3,463
The Last Temptation of Christ,7.0,201
Outside Providence,5.6,30
Bride & Prejudice,6.5,110
Rabbit-Proof Fence,6.8,84
Who's Your Caddy?,3.8,18
Split Second,5.7,63
The Other Side of Heaven,6.7,14
Veer-Zaara,7.4,64
Redbelt,6.4,76
Cyrus,6.1,133
A Dog Of Flanders,6.4,6
Auto Focus,6.1,56
Factory Girl,6.2,81
We Need to Talk About Kevin,7.4,677
The Christmas Candle,5.8,8
The Mighty Macs,5.0,15
Losin' It,4.5,31
Mother and Child,6.7,46
March or Die,6.2,16
The Visitors,7.1,420
Somewhere,6.0,208
I Hope They Serve Beer in Hell,5.7,20
Chairman of the Board,2.7,13
Hesher,6.7,212
Dom Hemingway,5.8,212
Gerry,6.2,68
The Heart of Me,7.7,5
Freeheld,7.1,164
The Extra Man,5.9,29
Hard to Be a God,6.7,41
Ca$h,6.0,73
Wah-Wah,6.3,8
The Boondock Saints,7.2,837
Z Storm,5.8,5
Twixt,5.0,85
The Snow Queen,5.1,47
Alpha and Omega: The Legend of the Saw Tooth Cave,6.5,4
Pale Rider,7.0,251
Stargate: The Ark of Truth,6.9,140
Dazed and Confused,7.4,583
High School Musical 2,6.1,843
Two Lovers and a Bear,6.8,27
Criminal Activities,5.8,110
Aimee & Jaguar,6.3,20
The Chumscrubber,6.7,62
Shade,6.1,73
House at the End of the Street,5.6,555
Incendies,7.9,479
"Remember Me, My Love",5.8,44
Perrier’s Bounty,5.1,24
Elite Squad,7.8,504
Annabelle,5.6,1517
Bran Nue Dae,5.2,6
Boyz n the Hood,7.4,364
La Bamba,6.8,116
The Four Seasons,6.3,16
Dressed to Kill,6.8,157
The Adventures of Huck Finn,6.2,42
Go,7.0,196
Friends with Money,5.1,128
The Andromeda Strain,7.0,190
Bats,4.1,35
Nowhere in Africa,7.0,32
Shame,7.0,875
Layer Cake,7.0,559
The Work and the Glory II: American Zion,8.0,6
The East,6.5,305
A Home at the End of the World,6.8,45
Aberdeen,7.0,6
The Messenger,7.1,119
Tracker,6.0,16
Control,7.5,200
The Terminator,7.3,4128
"Good bye, Lenin!",7.4,586
The Damned United,7.2,152
The Return of the Living Dead,7.3,267
Mallrats,6.8,392
Grease,7.2,1581
Platoon,7.5,1205
Fahrenheit 9/11,6.8,397
Butch Cassidy and the Sundance Kid,7.4,650
Mary Poppins,7.4,1183
Ordinary People,7.4,145
West Side Story,7.0,389
Caddyshack,6.6,365
The Brothers,6.5,10
The Wood,7.1,34
The Usual Suspects,8.1,3254
A Nightmare on Elm Street 5: The Dream Child,5.5,245
National Lampoon’s Van Wilder,5.9,858
The Wrestler,7.3,1000
Duel in the Sun,6.2,37
Best in Show,6.7,166
Escape from New York,6.9,703
School Daze,6.2,26
Daddy Day Camp,4.4,91
Mr. Nice Guy,6.3,128
A Mighty Wind,6.6,74
Mystic Pizza,5.9,123
Sliding Doors,6.5,354
Tales from the Hood,5.4,32
The Last King of Scotland,7.4,558
Halloween 5: The Revenge of Michael Myers,5.2,183
Bernie,6.5,320
Dolphins and Whales: Tribes of the Ocean,8.0,3
Pollock,6.6,91
200 Cigarettes,6.1,44
The Words,6.4,379
Casa De Mi Padre,5.5,103
City Island,6.9,113
The Guard,6.8,372
College,4.8,48
The Virgin Suicides,7.1,817
Little Voice,6.6,61
Miss March,5.4,77
Wish I Was Here,6.4,300
Simply Irresistible,5.5,52
Hedwig and the Angry Inch,7.4,80
Only the Strong,6.9,29
Goddess of Love,6.2,9
Shattered Glass,6.6,111
Novocaine,6.0,44
The Business of Strangers,5.7,19
The Wild Bunch,7.6,259
The Wackness,6.2,94
The First Great Train Robbery,6.6,74
Morvern Callar,7.2,34
Beastmaster 2: Through the Portal of Time,4.6,17
The 5th Quarter,4.7,12
The Flower of Evil,5.7,10
The Greatest,6.2,34
Snow Flower and the Secret Fan,5.3,22
Come Early Morning,5.9,10
Lucky Break,6.5,11
Julia,6.3,30
"Surfer, Dude",4.7,25
Lake of Fire,8.0,10
11:14,6.8,206
Men of War,5.4,29
Don McKay,5.4,21
Deadfall,5.6,224
A Shine of Rainbows,6.3,14
The Hit List,5.2,73
Emma,7.6,38
Videodrome,7.1,454
The Spanish Apartment,7.0,266
Song One,5.5,87
Winter in Wartime,6.8,66
Freaky Deaky,4.9,18
The Train,7.2,72
Trade Of Innocents,5.5,12
The Protector,6.8,167
Stiff Upper Lips,10.0,1
Bend It Like Beckham,6.2,578
Sunshine State,6.0,10
Crossover,4.2,10
Khiladi 786,4.7,11
[REC]²,6.4,489
Standing Ovation,3.9,6
The Sting,7.9,622
Chariots of Fire,6.8,207
Diary of a Mad Black Woman,6.4,71
Shine,7.3,131
Don Jon,5.9,1671
High Plains Drifter,7.4,278
Ghost World,7.1,426
Iris,6.2,47
Galaxina,3.3,16
The Chorus,7.5,526
Mambo Italiano,5.6,28
Wonderland,6.2,73
Do the Right Thing,7.6,292
Harvard Man,4.8,15
Le Havre,6.8,97
Irreversible,7.1,538
R100,5.4,31
Rang De Basanti,7.2,97
Animals,6.2,9
Salvation Boulevard,5.6,28
The Ten,4.9,57
A Room for Romeo Brass,7.3,18
Headhunters,7.1,399
Grabbers,6.0,140
Saint Ralph,7.3,24
Miss Julie,5.9,45
Somewhere in Time,7.2,102
Dum Maaro Dum,5.4,7
Insidious: Chapter 2,6.5,1211
Saw II,6.3,1251
10 Cloverfield Lane,6.8,2468
Jackass: The Movie,6.1,345
Lights Out,6.3,1129
Paranormal Activity 3,5.9,669
Ouija,4.9,983
A Nightmare on Elm Street 3: Dream Warriors,6.5,354
Instructions Not Included,7.5,205
Paranormal Activity 4,5.2,563
The Robe,6.4,42
The Return of the Pink Panther,6.7,137
Freddy's Dead: The Final Nightmare,5.1,272
Monster,7.0,485
"20,000 Leagues Under the Sea",6.8,157
Paranormal Activity: The Marked Ones,5.2,449
The Elephant Man,7.9,719
Dallas Buyers Club,7.9,2886
The Lazarus Effect,5.1,505
Memento,8.1,4028
Oculus,6.3,1050
Clerks II,6.9,398
Billy Elliot,7.4,750
The Way Way Back,7.1,688
House Party 2,4.7,21
The Man from Snowy River,6.8,37
Doug's 1st Movie,5.4,22
The Apostle,6.1,38
Mommie Dearest,6.5,54
Our Idiot Brother,5.9,365
Race,7.1,478
The Players Club,6.4,14
"As Above, So Below",6.1,766
Addicted,5.4,63
Eve's Bayou,6.1,27
Still Alice,7.5,1104
The Egyptian,6.0,11
Nighthawks,6.4,86
Friday the 13th Part VIII: Jason Takes Manhattan,4.8,191
My Big Fat Greek Wedding,6.2,671
Spring Breakers,5.0,1551
Halloween: The Curse of Michael Myers,5.0,170
Y Tu Mamá También,7.3,315
Shaun of the Dead,7.5,2420
The Haunting of Molly Hartley,4.3,48
Lone Star,6.9,77
Halloween 4: The Return of Michael Myers,5.9,209
April Fool's Day,5.8,73
Diner,6.9,83
Lone Wolf McQuade,5.5,67
Apollo 18,5.0,356
Sunshine Cleaning,6.5,255
No Escape,6.7,777
The Beastmaster,6.0,97
Solomon and Sheba,5.4,8
Fifty Shades of Black,4.3,331
Not Easily Broken,6.3,9
A Farewell to Arms,6.2,28
The Perfect Match,5.2,42
Digimon: The Movie,6.2,72
Saved!,6.3,147
The Barbarian Invasions,6.7,77
Robin and Marian,6.6,50
The Forsaken,4.9,47
Force 10 from Navarone,6.4,91
UHF,6.7,89
Grandma's Boy,6.6,220
Slums of Beverly Hills,6.5,44
Once Upon a Time in the West,8.1,1128
Made,6.3,55
Moon,7.6,1794
Keeping Up with the Steins,5.2,18
Sea Rex 3D: Journey to a Prehistoric World,5.9,11
The Sweet Hereafter,6.8,103
Of Gods and Men,6.5,91
Bottle Shock,6.6,60
Jekyll and Hyde ... Together Again,4.6,5
Heavenly Creatures,7.0,294
90 Minutes in Heaven,5.4,40
Everything Must Go,6.0,208
Zero Effect,6.0,55
The Machinist,7.3,1247
Light Sleeper,5.7,15
Kill the Messenger,6.6,355
Rabbit Hole,6.9,165
Party Monster,5.9,58
Green Room,6.7,683
The Oh in Ohio,5.8,27
Atlas Shrugged Part III: Who is John Galt?,3.9,15
Bottle Rocket,6.8,281
Albino Alligator,5.6,45
"Gandhi, My Father",6.0,2
Standard Operating Procedure,6.6,14
Out of the Blue,6.5,17
Tucker and Dale vs Evil,7.3,847
"Lovely, Still",6.2,13
Tycoon,6.6,4
Desert Blue,5.5,9
Decoys,4.7,33
The Visit,6.0,1360
Redacted,6.2,37
Fascination,3.8,4
Area 51,4.2,151
Sleep Tight,7.0,202
The Cottage,6.3,80
Dead Like Me: Life After Death,5.8,65
Farce of the Penguins,3.2,13
Flying By,7.0,2
Rudderless,7.4,105
Henry & Me,3.0,3
Christmas Eve,6.1,24
We Have Your Husband,5.0,3
Dying of the Light,4.5,118
Born Of War,4.1,7
Capricorn One,6.4,131
Should've Been Romeo,0.0,0
Running Forever,0.0,0
Yoga Hosers,4.7,102
Navy Seals vs. Zombies,3.5,36
I Served the King of England,7.0,22
Soul Kitchen,7.1,116
Sling Blade,7.4,231
The Awakening,6.3,458
Hostel,5.7,887
A Cock and Bull Story,6.2,43
Take Shelter,7.1,471
Lady in White,6.3,25
Driving Lessons,6.3,47
Let's Kill Ward's Wife,5.5,76
The Texas Chainsaw Massacre 2,5.9,139
Pat Garrett & Billy the Kid,7.2,65
Only God Forgives,5.6,862
Camping Sauvage,4.8,4
Without Men,4.6,8
Dear Frankie,7.0,46
All Hat,1.0,1
The Names of Love,7.3,93
Treading Water,5.6,6
Savage Grace,5.7,60
Out of the Blue,5.9,18
Police Academy,6.5,602
The Blue Lagoon,5.8,408
Four Weddings and a Funeral,6.6,632
Fast Times at Ridgemont High,7.0,322
Moby Dick,6.9,89
25th Hour,7.2,629
Bound,6.9,198
Requiem for a Dream,7.9,2443
State Fair,6.2,19
Tango,6.8,6
Salvador,7.0,71
Moms' Night Out,5.5,121
Donnie Darko,7.7,3452
Saving Private Perez,6.1,18
Character,7.7,25
Spun,6.6,132
Life During Wartime,6.3,30
Sympathy for Lady Vengeance,7.4,356
Mozart's Sister,6.2,13
Mean Machine,6.0,157
Exiled,7.0,46
Blackthorn,6.6,73
Lilya 4-ever,7.7,139
After.Life,5.4,251
Fugly,5.3,2
One Flew Over the Cuckoo's Nest,8.2,2919
R.L. Stine's Monsterville: The Cabinet of Souls,6.9,35
Silent Movie,6.7,78
Airlift,7.3,57
Anne of Green Gables,8.2,68
Falcon Rising,5.5,71
The Sweeney,5.7,109
Sexy Beast,7.0,217
Easy Money,6.5,63
Whale Rider,7.1,111
Paa,6.6,19
Cargo,5.9,140
High School Musical,6.1,1000
Love and Death on Long Island,6.9,11
Night Watch,6.3,210
The Crying Game,6.9,176
Porky's,6.1,183
Survival of the Dead,4.6,116
Night of the Living Dead,7.5,580
Lost in Translation,7.3,1895
Annie Hall,7.8,1010
The Greatest Show on Earth,6.6,50
Monster's Ball,6.5,250
Maggie,5.2,593
Leaving Las Vegas,7.1,360
Hansel and Gretel Get Baked,4.8,67
The Front Page,6.9,68
The Boy Next Door,4.1,1022
Trapeze,6.4,22
The Kids Are All Right,6.5,506
They Live,7.1,550
The Great Escape,7.8,717
What the #$*! Do We (K)now!?,5.8,34
The Last Exorcism Part II,4.4,203
Boyhood,7.5,1971
Scoop,6.4,420
The Wash,5.3,26
3 Strikes,5.9,15
The Cooler,6.7,89
The Misfits,6.8,72
The Night Listener,5.5,57
The Jerky Boys,4.8,10
The Orphanage,7.1,633
A Haunted House 2,5.4,346
The Rules of Attraction,6.3,168
Topaz,6.1,77
Let's Go to Prison,5.5,69
Four Rooms,6.5,530
Secretary,6.7,376
The Real Cancun,3.3,8
Talk Radio,6.7,46
Waiting for Guffman,7.3,63
Love Stinks,5.4,11
You Kill Me,6.2,80
Thumbsucker,6.1,67
Red State,5.9,316
Mirrormask,6.6,102
Samsara,8.0,167
The Barbarians,5.1,8
The Art of Getting By,6.5,415
Zipper,5.5,58
Poolhall Junkies,6.5,25
The Loss of Sexual Innocence,5.2,9
Holy Motors,6.9,228
Joe,6.5,338
Shooting Fish,7.0,23
Prison,6.7,27
Psycho Beach Party,6.0,26
The Big Tease,5.8,6
"Guten Tag, Ramón",8.1,18
Trust,6.6,307
An Everlasting Piece,6.0,1
Among Giants,4.5,2
Adore,6.1,291
The Velocity of Gary,4.2,5
Mondays in the Sun,7.1,36
